C00093054|34990|2017|10|20|2
C00093054|72756|2017|10|708|40
C00093054|80016|2017|10|60|4
C00093054|55125|2017|10|50|4
C00093054|72722|2017|14|68|4
C00093054|72762|2017|10|722|32
C00093054|13440|2017|10|20|2
C00093054|65721|2017|10|20|2
C00093054|72758|2017|10|8551|210
C00093054|72758|2017|10|8571|212
C00093054|46126|2017|10|20|2
C00093054|72701|2017|10|372|12
C00093054|72734|2017|14|88|6
C00093054|56308|2017|10|20|2
C00093054|46113|2017|10|20|2
C00093054|76528|2017|10|20|2
C00093054|72758|2017|10|8771|214
C00093054|77662|2017|10|20|2
C00093054|72718|2017|20|220|8
C00093054|72758|2017|10|8791|216
C00093054|63857|2017|10|20|2
C00093054|38355|2017|10|20|2
C00093054|72758|2017|10|8891|218
C00093054|72758|2017|10|9011|220
C00093054|72712|2017|10|9884|350
C00093054|72719|2017|10|1694|52
C00093054|89102|2017|20|40|2
C00023580|55106|2017|10|50|5
C00023580|55106|2017|10|60|6
C00023580|45836|2017|10|20|2
C00023580|45836|2017|10|30|3
C00023580|92114|2017|10|50|4
C00023580|92114|2017|10|60|5
C00023580|98031|2017|15|30|2
C00023580|98031|2017|15|45|3
C00023580|61401|2017|10|50|5
C00023580|61401|2017|10|60|6
C00023580|02780|2017|10|20|2
C00023580|07112|2017|10|50|5
C00023580|07112|2017|10|60|6
C00023580|26501|2017|10|20|2
C00023580|46122|2017|10|20|2
C00093054|72756|2017|10|728|42
C00093054|96706|2017|10|20|2
C00023580|41091|2017|10|30|3
C00023580|98248|2017|10|20|2
C00023580|54601|2017|10|20|2
C00023580|46122|2017|10|30|3
C00023580|17110|2017|25|50|2
C00023580|17110|2017|25|75|3
C00023580|63010|2017|15|70|4
C00023580|63010|2017|15|85|5
C00023580|08055|2017|10|20|2
C00023580|08055|2017|10|30|3
C00023580|44256|2017|10|20|2
C00023580|44256|2017|10|30|3
C00023580|70301|2017|10|60|5
C00023580|08063|2017|10|20|2
C00023580|08063|2017|10|30|3
C00023580|11961|2017|15|30|2
C00023580|11961|2017|15|45|3
C00023580|65203|2017|10|60|5
C00023580|65203|2017|10|75|6
C00023580|15145|2017|10|30|3
C00023580|96814|2017|10|20|2
C00023580|96814|2017|10|30|3
C00023580|66614|2017|10|30|3
C00023580|39301|2017|10|30|3
C00023580|47307|2017|10|20|2
C00023580|47307|2017|10|30|3
C00023580|60620|2017|10|50|5
C00023580|60620|2017|10|60|6
C00023580|90066|2017|15|30|2
C00023580|90066|2017|15|45|3
C00023580|70128|2017|10|110|8
C00023580|70128|2017|10|120|9
C00023580|63366|2017|10|60|5
C00023580|63366|2017|10|75|6
C00023580|33162|2017|15|30|2
C00023580|33162|2017|15|45|3
C00023580|66502|2017|10|20|2
C00023580|66502|2017|10|30|3
C00023580|10128|2017|5|10|2
C00023580|10128|2017|5|15|3
C00023580|18109|2017|10|20|2
C00023580|18109|2017|10|30|3
C00023580|60707|2017|10|20|2
C00023580|60707|2017|10|30|3
C00023580|17603|2017|15|75|5
C00023580|17603|2017|15|90|6
C00023580|60641|2017|10|20|2
C00023580|60641|2017|10|30|3
C00023580|19606|2017|10|95|8
C00023580|19606|2017|10|105|9
C00023580|84104|2017|10|20|2
C00023580|84104|2017|10|30|3
C00023580|44107|2017|10|20|2
C00023580|70072|2017|10|20|2
C00023580|70072|2017|10|30|3
C00023580|38116|2017|10|20|2
C00023580|38116|2017|10|30|3
C00023580|35633|2017|20|40|2
C00023580|52501|2017|10|20|2
C00023580|48073|2017|25|125|5
C00023580|48073|2017|25|150|6
C00023580|19136|2017|10|20|2
C00023580|19136|2017|10|30|3
C00023580|40241|2017|20|40|2
C00023580|40241|2017|20|60|3
C00023580|31401|2017|10|20|2
C00023580|57701|2017|10|20|2
C00023580|57701|2017|10|30|3
C00023580|77707|2017|10|20|2
C00093054|45305|2017|10|20|2
C00093054|72712|2017|10|9904|352
C00093054|46220|2017|20|40|2
C00093054|73034|2017|14|28|2
C00093054|20781|2017|65|130|2
C00093054|77573|2017|10|20|2
C00093054|72712|2017|10|10096|354
C00093054|72712|2017|10|10196|356
C00093054|46979|2017|10|20|2
C00093054|38060|2017|14|28|2
C00093054|72758|2017|10|9021|222
C00093054|22920|2017|10|20|2
C00093054|72758|2017|10|9041|224
C00093054|83442|2017|10|40|4
C00093054|75249|2017|10|20|2
C00093054|54751|2017|10|42|4
C00093054|71909|2017|10|20|2
C00093054|72758|2017|10|9117|226
C00093054|72712|2017|10|10256|358
C00093054|72712|2017|10|10276|360
C00093054|72758|2017|10|9193|228
C00093054|22308|2017|39|78|2
C00093054|56470|2017|10|20|2
C00093054|55124|2017|10|20|2
C00093054|72715|2017|10|872|36
C00093054|72715|2017|10|892|38
C00093054|79912|2017|10|20|2
C00093054|72712|2017|10|10296|362
C00093054|85255|2017|10|20|2
C00093054|99518|2017|14|28|2
C00093054|22815|2017|14|28|2
C00093054|72712|2017|10|10372|364
C00093054|72712|2017|10|10572|366
C00093054|46952|2017|10|20|2
C00093054|72719|2017|10|1722|54
C00093054|35541|2017|10|20|2
C00093054|72758|2017|10|9213|230
C00093054|79911|2017|10|20|2
C00093054|72756|2017|10|746|44
C00093054|72715|2017|10|932|40
C00093054|14760|2017|10|20|2
C00093054|85225|2017|10|20|2
C00093054|72712|2017|10|10602|368
C00093054|21619|2017|20|40|2
C00093054|78703|2017|96|192|2
C00093054|29710|2017|10|20|2
C00093054|47429|2017|10|20|2
C00093054|72762|2017|10|742|34
C00093054|72758|2017|10|9233|232
C00093054|76087|2017|15|70|4
C00093054|29597|2017|10|20|2
C00093054|72712|2017|10|10622|370
C00093054|63701|2017|10|40|4
C00093054|40330|2017|15|30|2
C00093054|76266|2017|10|20|2
C00093054|77375|2017|10|60|4
C00093054|72712|2017|10|10662|372
C00093054|72714|2017|10|536|30
C00093054|76137|2017|38|76|2
C00093054|74944|2017|20|40|2
C00093054|31602|2017|10|20|2
C00093054|56093|2017|10|20|2
C00093054|72712|2017|10|10742|374
C00093054|77340|2017|10|20|2
C00093054|64854|2017|10|20|2
C00093054|25071|2017|10|20|2
C00093054|72712|2017|10|10782|376
C00093054|24141|2017|10|20|2
C00093054|72758|2017|10|9253|234
C00093054|76271|2017|10|20|2
C00093054|34286|2017|12|24|2
C00093054|33912|2017|10|20|2
C00093054|72010|2017|10|20|2
C00093054|34655|2017|10|60|4
C00093054|72712|2017|10|10802|378
C00093054|72712|2017|10|10822|380
C00093054|75461|2017|10|20|2
C00093054|37373|2017|10|20|2
C00093054|85739|2017|10|20|2
C00093054|78154|2017|14|28|2
C00093054|72703|2017|10|448|14
C00093054|95054|2017|20|40|2
C00093054|72758|2017|10|9293|236
C00093054|72113|2017|10|20|2
C00093054|72712|2017|10|11014|382
C00093054|61362|2017|14|28|2
C00093054|22630|2017|10|20|2
C00093054|31519|2017|10|20|2
C00093054|72712|2017|10|11034|384
C00093054|92111|2017|50|100|2
C00093054|29651|2017|10|20|2
C00093054|39157|2017|14|58|4
C00093054|08079|2017|10|20|2
C00093054|72762|2017|10|762|36
C00093054|72719|2017|10|1742|56
C00093054|58201|2017|14|28|2
C00093054|55301|2017|10|20|2
C00023580|19508|2017|10|20|2
C00023580|19508|2017|10|30|3
C00023580|20782|2017|10|20|2
